"KOD";"KATASTR";"OKRES";"CIS_KU";"FSU"
"CV/VYSO»ANY U/2012/569";"LAéANY U CHOMUTOVA";"CV";93882;0
"JC/HORNÕ NOV¡/2013/857";"PROSTÿEDNÕ NOV¡ VES";"JC";96351;0
"JC/KNÃéNICE  /2013/355";"KOäOV";"SM";93447;0
"JC/KOPIDLNO  /2013/680";"PäEVES";"JC";96491;0
"JC/VIDOCHOV  /2013/749";"STUPN¡";"JC";97699;0
"JC/ä¡ROVCOVA /2013/817";"DOLNÕ NOV¡ VES";"JC";91392;0
"JC/VESEC U SO/2013/270";"PODKOST";"JC";95993;0
"NB/OSEK      /2013/214";"SEKEÿICE";"JC";97022;0
"P8/PRAHA - LI/2012/902";"PRAHA - KOBYLISY";"P8";96219;0
"P5/PRAHA - KO/2012/162";"PRAHA - SMÕCHOV";"P5";96265;0
"P6/PRAHA - DE/2012/268";"PRAHA - BÿEVNOV";"P6";96186;0
"P6/PRAHA - VE/2012/674";"PRAHA - VOKOVICE";"P6";96286;0
"CB/BOREK U »E/2013/936";"⁄SILN…";"CB";98444;0
"RK/LIPOVKA U /2012/934";"RYCHNOV NAD KNÃéNOU";"RK";96866;0
"RK/PEKLO NAD /2012/528";"ROVE“ U RYCHNOVA NAD KNÃéNOU";"RK";96770;0
"RK/PEKLO NAD /2012/462";"ROVE“ U RYCHNOVA NAD KNÃéNOU";"RK";96770;0
"RK/PEKLO NAD /2012/462";"VAMBERK";"RK";98508;0
"RK/PEKLO NAD /2012/528";"VAMBERK";"RK";98508;0
"RK/SVÕDNICE U/2012/536";"KRCHLEBY";"BN";93607;0
"RK/»ESTICE U /2012/269";"»ASTOLOVICE";"RK";90832;0
"RK/»ESTICE U /2012/269";"KOSTELEC NAD ORLICÕ";"RK";93415;0
"TU/PEC POD SN/2012/755";"VELK¡ ⁄PA II";"TU";98596;0
"TU/PEC POD SN/2012/755";"HORNÕ MAL¡ ⁄PA";"TU";92090;0
"TU/DOLNÕ NEMO/2012/716";"HORNÕ NEMOJOV";"TU";92101;0
"TU/DOLNÕ NEMO/2012/716";"STAROBUCK… DEBRN…";"TU";97473;0
"P1/PRAHA - ST/2012/154";"PRAHA - JOSEFOV";"P1";96215;0
"BE/KR¡LŸV DVŸ/2011/580";"POPOVICE U KR¡LOVA DVORA";"BE";96129;0
"BE/éEBR¡K    /2011/594";"TO»NÕK";"BE";98113;0
"KO/KLU»OV U »/2011/846";"LSTIBOÿ";"KO";94345;0
"BE/NIéBOR    /2011/395";"STRADONICE U NIéBORU";"BE";97535;0
"NB/PÕSKOV¡ LH/2010/748";"PÿEDNÕ LHOTA U PODÃBRAD";"NB";96398;0
"PZ/HOLUBICE V/2011/745";"KOZINEC";"PZ";93496;0
"BE/éELEZN¡   /2011/734";"VR¡é U BEROUNA";"BE";98993;0
"BE/éELEZN¡   /2011/734";"LHOTKA U BEROUNA";"BE";94016;0
"BE/RADOUä    /2011/689";"LIBOMYäL";"BE";94106;0
"BE/RADOUä    /2011/178";"BÃäTÕN";"BE";90183;0
"BE/KR¡LŸV DVŸ/2011/254";"BEROUN";"BE";90169;0
"BE/TO»NÕK    /2011/821";"éEBR¡K";"BE";99552;0
"MB/REJäICE   /2011/597";"BRATRONICE U LUäTÃNIC";"MB";90500;0
"MB/⁄JEZDEC U /2011/225";"SMILOVICE U LUäTÃNIC";"MB";97250;0
"BE/MOÿINA    /2011/956";"TRNÃN› ⁄JEZD";"BE";98147;0
"PV/BRAND›S NA/2011/463";"STAR¡ BOLESLAV";"PV";97418;0
"MB/DALOVICE U/2011/589";"MLAD¡ BOLESLAV";"MB";94809;0
"UL/⁄STÕ NAD L/2012/415";"KLÕäE";"UL";93218;0
"UL/⁄STÕ NAD L/2012/415";"KR¡SN… BÿEZNO";"UL";93574;0
"UL/⁄STÕ NAD L/2012/415";"BUKOV";"UL";90682;0
"UL/⁄STÕ NAD L/2012/415";"NEäTÃMICE";"UL";95191;0
"UL/⁄STÕ NAD L/2012/415";"STÿEKOV";"UL";97622;0
"KH/HORUäICE  /2013/199";"LIäICE U SULOVIC";"KH";94209;0
"KH/HORUäICE  /2013/199";"SULOVICE";"KH";97746;0
"KH/»¡SLAV    /2013/190";"FILIPOV U »¡SLAVI";"KH";91704;0
"KH/BERNARDOV /2013/973";"SVAT› MIKUL¡ä";"KH";97782;0
"KH/VRDY      /2013/284";"éLEBY";"KH";99656;0
"KH/CÕRKVICE U/2013/858";"JAKUB";"KH";92768;0
"KH/BERNARDOV /2013/966";"SVAT› MIKUL¡ä";"KH";97782;0
"KH/BERNARDOV /2013/966";"CÕRKVICE U KUTN… HORY";"KH";90790;0
"KH/BERNARDOV /2013/966";"HABRKOVICE";"KH";91742;0
"KH/OPATOVICE /2013/886";"KOROTICE";"KH";93382;0
"KH/PERäTEJNEC/2013/815";"KUTN¡ HORA";"KH";93786;0
"P9/PRAHA - SA/2012/778";"PRAHA - HORNÕ PO»ERNICE";"P9";96207;0
"MB/MLAD¡ BOLE/2012/811";"PLAZY";"MB";95915;0
"NB/DUBE»NO   /2012/499";"KNÃéICE U MÃSTCE KR¡LOV…";"NB";93244;0
"PA/DÿÕTE»    /2012/711";"SEZEMICE NAD LOU»NOU";"PA";97062;0
"PA/DÿÕTE»    /2012/711";"DRAéKOV NAD LABEM";"PA";91574;0
"NB/VESTEC NAD/2012/520";"KÿINEC";"NB";93701;0
"SY/MORAVSK¡ T/2012/508";"BORäOV U MORAVSK… TÿEBOV…";"SY";90420;0
"SY/MORAVSK¡ T/2012/508";"LINHARTICE";"SY";94152;0
"SY/MORAVSK¡ T/2012/508";"ROZST¡NÕ U MORAVSK… TÿEBOV…";"SY";96795;0
"TU/BÕL¡ TÿEME/2012/604";"DVŸR KR¡LOV… NAD LABEM";"TU";91688;0
"TU/BÕL¡ TÿEME/2012/604";"ZALO“OV";"NA";99294;0
"TU/PILNÕKOV I/2012/732";"VL»ICE U TRUTNOVA";"TU";98855;0
"TU/»IST¡ V KR/2012/167";"JANSK… L¡ZNÃ";"TU";92803;0
"RO/NEVID     /2012/774";"MIROäOV";"RO";94778;0
"BN/BUKOVANY U/2012/581";"T›NEC NAD S¡ZAVOU";"BN";98326;0
"BN/JIÿETICE U/2012/446";"NEUSTUPOV";"BN";95207;0
"BN/DOMAäÕN   /2013/224";"VLAäIM";"BN";98841;0
"PV/PYäELY    /2012/892";"NESPEKY";"BN";95176;0
"LT/NOV… KOPIS/2010/513";"BOHUäOVICE NAD OHÿÕ";"LT";90339;0
"LT/NOV… KOPIS/2010/513";"TEREZÕN";"LT";98063;0
"KL/VELVARY   /2012/655";"»ERNUC";"KL";90946;0
"MB/CHLOUMEK U/2012/933";"DOBROVICE";"MB";91236;0
"NB/VLKOV POD /2012/123";"ODÿEPSY";"NB";95453;0
"SM/Z¡HOÿÕ U S/2013/222";"SMR»Õ U SEMIL";"SM";97265;0
"SM/RYBNICE   /2013/593";"DOLNÕ SYTOV¡";"SM";91443;0
"SM/SYÿENOV   /2013/110";"éœ¡R U KUMBURKU";"SM";99533;0
"SM/CHUCHELNA /2013/892";"LHOTA KOM¡ROV";"SM";93977;0
"SM/JABLONEC N/2013/612";"TÿÕ»";"SM";98256;0
"SM/CHLUM POD /2013/148";"KYJE U JI»ÕNA";"JC";93818;0
"SM/MODÿIäICE /2013/262";"OLEäNICE U TURNOVA";"SM";95527;0
"SM/CHUCHELNA /2013/605";"LHOTA KOM¡ROV";"SM";93977;0
"SM/LOMNICE NA/2013/214";"RV¡»OV";"SM";96843;0
"CV/BÿEZNO U C/2012/543";"SPOÿICE";"CV";97358;0
"LN/KAäTICE   /2012/564";"OPLOTY";"LN";95570;0
"MO/BRANDOV   /2011/888";"HORA SVAT… KATEÿINY";"MO";91983;0
"LN/LIBÃäOVICE/2012/312";"BLäANY U PODBOÿAN";"LN";90303;0
"LI/LIBEREC   /2012/324";"ROCHLICE U LIBERCE";"LI";96725;0
"LI/LIBEREC   /2012/489";"VRATISLAVICE NAD NISOU";"LI";98986;0
"LI/LIBEREC   /2012/339";"FRANTIäKOV U LIBERCE";"LI";91719;0
"LI/LIBEREC   /2012/400";"HORNÕ RŸéODOL";"LI";92139;0
"LI/LIBEREC   /2012/400";"JANŸV DŸL U LIBERCE";"LI";92806;0
"LI/LIBEREC   /2012/583";"RUPRECHTICE";"LI";96834;0
"LI/KATEÿINKY /2012/688";"KATEÿINKY U LIBERCE";"LI";93121;0
"LI/LIBEREC   /2012/980";"HORNÕ HANYCHOV";"LI";92041;0
"LI/LIBEREC   /2012/994";"KARLINKY";"LI";93104;0
"LI/PÃN»ÕN    /2012/748";"VACÕKOV";"PB";98473;0
"LI/LIBEREC   /2012/896";"DOLNÕ HANYCHOV";"LI";91328;0
"LI/HORNÕ HANY/2012/719";"DOLNÕ HANYCHOV";"LI";91328;0
"LI/LIBEREC   /2012/856";"ROCHLICE U LIBERCE";"LI";96725;0
"JN/JABLONEC N/2012/731";"KOKONÕN";"JN";93314;0
"JN/JABLONEC N/2012/731";"VRKOSLAVICE";"JN";99043;0
"JN/JENIäOVICE/2012/112";"ODOLENOVICE U JENIäOVIC";"JN";95449;0
"ME/LOBE»EK   /2012/665";"VELTRUSY";"ME";98658;0
"PZ/JENE» U PR/2011/472";"LITOVICE";"PZ";94246;0
"ME/VELK› ⁄JEZ/2012/721";"CHORUäICE";"ME";92595;0
"LT/SVAÿENICE /2012/359";"VRUTICE";"LT";99052;0
"LT/VRUTICE   /2011/574";"POLEPY";"LT";96079;0
"UO/DOLNÕ MORA/2012/479";"HORNÕ LIPKA";"UO";92083;0
"UO/LANäKROUN /2012/796";"RUDOLTICE U LANäKROUNA";"UO";96830;0
"UO/DOLNÕ LIBC/2012/957";"PROSTÿEDNÕ LIBCHAVY";"UO";96349;0
"UO/DOLNÕ LIBC/2012/957";"HORNÕ LIBCHAVY";"UO";92081;0
"PV/DÿEV»ICE U/1989/614";"POPOVICE U BRAND›SA NAD LABEM";"PV";96125;0
"PT/MAHOUä    /2012/712";"NÃM»ICE U NETOLIC";"PT";95134;0
"HB/HNÃVKOVICE/2012/400";"SECHOV";"HB";97019;0
"HB/HNÃVKOVICE/2012/400";"ZAH¡JÕ U HNÃVKOVIC";"HB";99215;0
"HB/SVÃTL¡ NAD/2012/697";"NOV¡ VES U SVÃTL… NAD S¡ZAVOU";"HB";95311;0
"PM/PLZE“     /2008/377";"RAD»ICE";"PM";96539;0
"PM/PLZE“     /2008/377";"SKVR“ANY";"PM";97160;0
"PM/RAD»ICE   /2008/162";"KÿIMICE";"PM";93699;0
"PA/»ERADICE N/2012/926";"TUROV NAD LOU»NOU";"PA";98301;0
"TC/éEBR¡KY   /2010/432";"POÿEJOV";"TC";96133;0
"ST/PÿECHOVICE/2012/945";"HOäTICE U VOLYNÃ";"ST";92276;0
"ST/HOäTICE U /2012/637";"STRUNKOVICE NAD VOLY“KOU";"ST";97608;0
"ST/PÿEDNÕ ZBO/2012/790";"RADOäOVICE U STRAKONIC";"ST";96619;0
"TC/PLAN¡ U MA/2012/181";"BROD NAD TICHOU";"TC";90536;0
"KL/KLADNO    /2012/671";"ROZDÃLOV";"KL";96784;0
"PB/SEDL»ANY  /2012/433";"UHÿICE U SEDLCE";"BN";98376;0
"KH/PETROVICE /2012/455";"KOJETÕN U PETROVIC";"PB";93305;0
"KL/UNHOäç    /2012/283";"»EPERKA";"PA";90881;0
"KL/UNHOäç    /2012/616";"SV¡ROV U UNHOäTÃ";"KL";97760;0
"KL/UNHOäç    /2012/163";"»EPERKA";"PA";90881;0
"KL/KLADNO    /2012/282";"ROZDÃLOV";"KL";96784;0
"PB/SEDL»ANY  /2012/713";"SOLOPYSKY U TÿEBNIC";"PB";97322;0
"P0/PRAHA - MA/2012/507";"PRAHA - HOSTIVAÿ";"P0";96209;0
"P0/PRAHA - ST/2012/908";"PRAHA - VRäOVICE";"P0";96287;0
"P0/PRAHA - ST/2012/908";"PRAHA - MICHLE";"P4";96242;0
"P3/PRAHA - éI/2012/381";"PRAHA - VINOHRADY";"P2";96284;0
"P3/PRAHA - éI/2012/712";"PRAHA - STRAäNICE";"P0";96269;0
"CR/ZBYHNÃVICE/2012/570";"MORAäICE U CHRUDIMI";"CR";94918;0
"CR/TOPOL     /2012/829";"CHRUDIM";"CR";92687;0
"CR/VORTOV¡   /2012/869";"HAMRY U HLINSKA";"CR";91782;0
"CR/VORTOV¡   /2012/869";"STUDNICE U HLINSKA";"CR";97692;0
"DO/NOV› KRAMO/2012/965";"ML›NEC";"DO";94844;0
"DO/LUéENICE  /2012/180";"BOZDÕä";"DO";90450;0
"CL/éANDOV U »/2008/843";"HORNÕ POLICE";"CL";92122;0
"CL/äV¡BY     /2011/304";"PAVLOVICE U JESTÿEBÕ";"CL";95764;0
"P9/PRAHA - KY/2013/559";"PRAHA - STAR… MÃSTO";"P1";96267;0
"P9/PRAHA - KY/2013/559";"PRAHA - JINONICE";"P5";96214;0
"P9/PRAHA - KY/2013/559";"PRAHA - VYSO»ANY";"P9";96288;0
"P9/PRAHA - KY/2013/559";"PRAHA - ZBRASLAV";"P5";96292;0
"P9/PRAHA - KY/2013/559";"PRAHA - éIéKOV";"P3";96294;0
"P9/PRAHA - KY/2013/559";"PRAHA - LIBE“";"P8";96232;0
"P9/PRAHA - KY/2013/559";"PRAHA - äTÃRBOHOLY";"P0";96274;0
"P9/PRAHA - KY/2013/559";"PRAHA - KOBYLISY";"P8";96219;0
"P9/PRAHA - KY/2013/559";"PRAHA - BUBENE»";"P6";96189;0
"P9/PRAHA - KY/2013/559";"PRAHA - Z¡BÃHLICE";"P0";96290;0
"P9/PRAHA - KY/2013/559";"PRAHA - SMÕCHOV";"P5";96265;0
"P9/PRAHA - KY/2013/559";"PRAHA - NOV… MÃSTO";"P1";96248;0
"P9/PRAHA - KY/2013/559";"PRAHA - HOLEäOVICE";"P7";96204;0
"KH/HRABÃäÕN  /2014/450";"CHEDRBÕ";"KH";92499;0
"KH/KLUKY U »¡/2014/564";"MO»OVICE";"KH";94876;0
"KH/PABÃNICE  /2014/488";"VIL…MOVICE U »ERVEN›CH JANOVIC";"KH";98761;0
"P5/PRAHA - Tÿ/2014/965";"PRAHA - ZLI»ÕN";"P5";96293;0
"SY/Z¡HRAœ    /2013/152";"LITOMYäL";"SY";94242;0
"TU/TRUTNOV   /2013/927";"DOLNÕ STAR… MÃSTO";"TU";91437;0
"BN/DIVIäOV U /2004/159";"OSTÿEDEK";"BN";95655;0
"PV/MOCHOV    /2013/379";"Z¡LUéÕ U »EL¡KOVIC";"PV";99303;0
"PV/MOCHOV    /2013/379";"KOZOVAZY";"PV";93518;0
"CR/CHROUSTOVI/2013/702";"UHERSKO";"PA";98362;0
"NA/SEMONICE  /2013/783";"JEZBINY";"NA";92924;0
"NA/SEMONICE  /2013/783";"HOÿENICE";"CV";92222;0
"NA/SEMONICE  /2013/783";"STAR› PLES";"NA";97489;0
"JC/TÃäÕN     /2012/961";"VALDICE";"JC";98492;0
"JC/JI»ÕN     /2012/223";"MORAV»ICE";"JC";94925;0
"JC/LIBUNEC   /2012/276";"LIBU“";"JC";94125;0
"JC/SOBOTKA   /2012/861";"STA“KOVA LHOTA";"JC";97407;0
"JC/STAR¡ PAKA/2012/492";"ROäKOPOV";"JC";96755;0
"JC/éELEZNICE /2012/324";"TÃäÕN";"JC";98069;0
"LI/LIBEREC   /2013/349";"STAR› HARCOV";"LI";97481;0
"LI/LIBEREC   /2013/400";"VRATISLAVICE NAD NISOU";"LI";98986;0
"LI/LIBEREC   /2013/869";"ROCHLICE U LIBERCE";"LI";96725;0
"LI/LIBEREC   /2013/492";"VESEC U LIBERCE";"LI";98687;0
"LI/RUPRECHTIC/2013/327";"STR¡é NAD NISOU";"LI";97567;0
"LI/STR¡é NAD /2013/272";"NOV… PAVLOVICE";"LI";95350;0
"LI/LIBEREC   /2013/283";"ROCHLICE U LIBERCE";"LI";96725;0
"LI/KRYäTOFOVO/2013/381";"BÕL› KOSTEL NAD NISOU";"LI";90245;0
"LI/KRYäTOFOVO/2013/381";"ZDISLAVA";"LI";99412;0
"LI/äIMONOVICE/2013/816";"MINKOVICE";"LI";94772;0
"LI/äIMONOVICE/2013/816";"Z¡SKALÕ";"LI";99333;0
"LI/äIMONOVICE/2013/816";"RADO“OVICE";"LI";96605;0
"LI/äIMONOVICE/2013/816";"BEZDÃ»ÕN U JABLONCE NAD NISOU";"JN";90186;0
"LI/STAR› HARC/2013/781";"KRISTI¡NOV";"LI";93613;0
"LI/STAR› HARC/2013/469";"KRISTI¡NOV";"LI";93613;0
"LI/STAR› HARC/2013/703";"KRISTI¡NOV";"LI";93613;0
"JN/VRKOSLAVIC/2013/167";"KOKONÕN";"JN";93314;0
"JN/VRANOV… 2./2013/157";"FR›DäTEJN";"JN";91727;0
"JN/VRKOSLAVIC/2013/250";"KOKONÕN";"JN";93314;0
"PA/DOLANY U P/2013/905";"BOHDANE»";"PA";90318;0
"RA/OLEäN¡ U R/2013/383";"RAKOVNÕK";"RA";96653;0
"RK/VYHNANICE /2013/406";"VODÃRADY";"RK";98893;0
"RK/ALBRECHTIC/2013/570";"äTÃP¡NOVSKO";"RK";97961;0
"P9/PRAHA - HO/2008/687";"PRAHA - DOLNÕ PO»ERNICE";"P9";96197;0
"KV/TUHNICE   /2013/233";"DVORY";"KV";91680;0
"KV/TUHNICE   /2013/233";"RYB¡ÿE";"KV";96847;0
"DO/HORNÕ METE/2013/527";"KÿAKOV";"DO";93653;0
"KT/KUNKOVICE /2013/701";"CHVALäOVICE U »ACHROVA";"KT";92733;0
"PJ/PR¡DLO    /2013/925";"NOVOTNÕKY";"PJ";95373;0
"PS/HED»ANY   /2013/317";"KOéLANY";"PS";93519;0
"PS/PLAN¡ U NY/2013/477";"OLEäN¡ U RADNIC";"RO";95519;0
"SY/POLI»KA   /2013/513";"LEZNÕK";"SY";93969;0
"CK/ROéMBERK N/2013/409";"PÿEDNÕ V›TO“";"CK";96402;0
"PI/OLDÿICHOV /2012/186";"PÕSEK";"PI";95873;0
"PE/CHR¡STOV U/2010/873";"»ERNOV";"PE";90939;0
"P6/PRAHA - ST/2012/199";"PRAHA - HRAD»ANY";"P1";96210;0
"ME/BYäICE    /2013/434";"LIBLICE";"ME";94090;0
"P5/PRAHA - Tÿ/2013/949";"PRAHA - ZLI»ÕN";"P5";96293;0
"KL/äLAPANICE /2014/367";"JARPICE";"KL";92822;0
"KL/KMETINÃVES/2014/323";"MARTINÃVES U LIBOCHOVIC";"LT";94580;0
"P9/PRAHA - »E/2014/789";"PRAHA - DOLNÕ PO»ERNICE";"P9";96197;0
"P9/PRAHA - »E/2014/789";"PRAHA - HOSTAVICE";"P9";96208;0
"P5/PRAHA - Tÿ/2014/680";"PRAHA - ZLI»ÕN";"P5";96293;0
"RK/ALBRECHTIC/2013/570";"T›NIäTÃ NAD ORLICÕ";"RK";98334;0
"RK/KAMENICE U/2013/678";"ROVN… U DOBR…HO";"RK";96781;0
"ST/RADOMYäL  /2013/765";"DOMANICE";"ST";91473;0
"ST/RADOMYäL  /2013/765";"DOMANICE";"ST";91473;0
"ST/RADOMYäL  /2013/765";"DOMANICE";"ST";91473;0
"ST/RADOMYäL  /2013/406";"KALETICE";"ST";93032;0
"ST/VOLYNÃ    /2013/748";"PÿECHOVICE";"ST";96412;0
"ST/VOLYNÃ    /2013/748";"PÿECHOVICE";"ST";96412;0
"ST/NOV… STRAK/2013/661";"STRAKONICE";"ST";97546;0
"TC/CHODOV¡ PL/2013/859";"KYJOV U ZADNÕHO CHODOVA";"TC";93823;0
"TC/DARMYäL   /2013/506";"RACOV";"TC";96527;0
"TC/DARMYäL   /2013/506";"STAR… SEDLO U TACHOVA";"TC";97465;0
"TC/BOR U TACH/2013/683";"VYSO»ANY U BORU";"TC";99119;0
"TC/KLADRUBY U/2013/397";"POZORKA U KLADRUB";"TC";96175;0
"TU/HOÿEJäÕ VR/2013/986";"STR¡éN…";"TU";97584;0
"TU/MOSTEK    /2013/593";"BOROVNI»KA";"TU";90414;0
"TU/MOSTEK    /2013/593";"BOROVNICE U STAR… PAKY";"TU";90413;0
"TU/JANSK… L¡Z/2013/866";"»ERN¡ HORA V KRKONOäÕCH";"TU";90899;0
"TU/VRCHLABÕ  /2013/277";"HOÿEJäÕ VRCHLABÕ";"TU";92218;0
"TU/PILNÕKOV I/2013/794";"VL»ICE U TRUTNOVA";"TU";98855;0
"TU/R›CHORY   /2013/274";"éACL…ÿ";"TU";99507;0
"SM/éL¡BEK    /2014/659";"TATOBITY";"SM";98021;0
"JN/VRANOV… 1./2013/734";"VRANOV… 2.DÕL";"JN";98979;0
"SM/BUÿANY    /2013/907";"DOLNÕ ROKYTNICE";"SM";91421;0
"SM/BUÿANY    /2013/907";"HARRACHOV";"SM";91788;0
"SM/BUÿANY    /2013/907";"DOLNÕ ROKYTNICE";"SM";91421;0
"SM/BUÿANY    /2013/907";"HARRACHOV";"SM";91788;0
"SM/STUDENEC U/2014/739";"HORKA U STAR… PAKY";"SM";91995;0
"SM/HORNÕ SYTO/2014/513";"VÕCHOV¡ NAD JIZEROU";"SM";98751;0
"SM/Z¡HOÿÕ U S/2014/305";"SMR»Õ U SEMIL";"SM";97265;0
"UL/⁄STÕ NAD L/2013/115";"KR¡SN… BÿEZNO";"UL";93574;0
"UL/SKOROTICE /2013/707";"BOéTÃäICE";"UL";90465;0
"UL/BOéTÃäICE /2013/259";"STR¡éKY U HABROVIC";"UL";97581;0
"UL/KR¡SN… BÿE/2013/409";"éEéICE U CHUDEROVA";"UL";99602;0
"UO/HORNÕ SLOU/2013/299";"DOLNÕ SLOUPNICE";"UO";91432;0
"UO/CHOCE“    /2013/762";"BÃSTOVICE";"UO";90178;0
"UO/LUKAVICE V/2013/527";"PÕSE»N¡ U éAMBERKA";"UO";95871;0
"P2/PRAHA - NO/2013/457";"PRAHA - NOV… MÃSTO";"P1";96248;0
"P4/PRAHA - KU/2013/530";"PRAHA - KUNRATICE";"P4";96227;0
"PS/MRTNÕK    /2013/815";"KRAäOVICE U PLZNÃ";"PS";93594;0
"PS/ZRU»      /2013/369";"SENEC U PLZNÃ";"PS";97045;0
"TP/KOäçANY   /2013/543";"STÿELN¡";"TP";97626;0
"MO/NOV¡ VES V/2013/318";"MIKULOVICE V KRUäN›CH HOR¡CH";"MO";94716;0
"MO/LIäNICE   /2013/843";"KOPORE»";"MO";93374;0
"MO/LIäNICE   /2013/843";"KOPORE»";"MO";93374;0
"CV/MIKULOVICE/2013/528";"PRUN…ÿOV";"CV";96369;0
"MO/MIKULOVICE/2013/280";"»ERNICE U HORNÕHO JIÿETÕNA";"MO";90919;0
"P5/PRAHA - SM/2013/670";"PRAHA - MAL¡ STRANA";"P1";96240;0
"LN/LÕäçANY U /2014/492";"BÿEZNO U LOUN";"LN";90616;0
"LN/LÕäçANY U /2014/492";"MALNICE";"LN";94513;0
"LN/LÕäçANY U /2014/492";"LIPENEC";"LN";94163;0
"LN/LÕäçANY U /2014/492";"OPO»NO U LOUN";"LN";95575;0
"LN/LÕäçANY U /2014/492";"TOUCHOVICE";"LN";98124;0
"LN/LÕäçANY U /2014/492";"ZBRAäÕN";"LN";99370;0
"LN/LÕäçANY U /2014/492";"BRODEC";"LN";90540;0
"LN/LÕäçANY U /2014/492";"SMOLNICE U LOUN";"LN";97259;0
"LN/LÕäçANY U /2014/492";"HÿÕäKOV";"LN";92418;0
"NB/KOUNICE   /2013/968";"CHR¡ST U POÿÕ»AN";"NB";92655;0
"NB/KOUNICE   /2013/968";"POÿÕ»ANY";"NB";96137;0
"KO/T›NEC NAD /2015/794";"LéOVICE";"KO";94426;0
"BE/HOÿOVICE  /2016/237";"Z¡LUéÕ U HOÿOVIC";"BE";99304;0
"BE/HOÿOVICE  /2016/237";"DROZDOV V »ECH¡CH";"BE";91595;0
"BE/HOÿOVICE  /2016/237";"TLUSTICE";"BE";98108;0
"KO/OV»¡RY U K/2016/492";"SENDRAéICE U KOLÕNA";"KO";97043;0
"KH/BÕL… PODOL/2015/381";"ZAÿÕ»ANY";"KH";99328;0
"CL/JEZV…     /2014/261";"STRUéNICE";"CL";97613;0
"NB/CHOTÃäICE /2015/624";"MAL¡ STRANA U CHOTÃäIC";"NB";94456;0
"CR/CHRUDIM   /2014/894";"VESTEC U CHRUDIMI";"CR";98713;0
"CR/VESTEC U C/2014/445";"CHRUDIM";"CR";92687;0
"CR/KO»Õ      /2014/277";"CHRUDIM";"CR";92687;0
"HK/PLA»ICE   /2016/362";"VL»KOVICE U PRASKA»KY";"HK";98859;0
"HK/PLA»ICE   /2016/362";"STÃéERY";"HK";97514;0
"UO/⁄STÕ NAD O/2014/609";"HYLV¡TY";"UO";92477;0
"UO/LUKOV¡    /2014/726";"éICHLÕNEK";"UO";99615;0
"CL/VRCHOVANY /1945/575";"CHLUM U DUB…";"CL";92529;0
"CB/ZLIV U »ES/2014/636";"ZLIV U »ESK›CH BUDÃJOVIC";"CB";99462;0
