"KOD";"AUTORI";"TITUL";"MISTO";"CASOP";"ROCNIK";"ROK";"STR"
"CB/LIPANOVICE/1980/051";"Beneš A.";"BZO 1980-81 (lok.è. 203)";;;;"1984";"67"
"CB/KOLODÌJE N/    /009";"Beneš A.";"BZO 1980-81 (lok.è. 153";;;;"1984";"49"
"JH/JINDØICHÙV/1981/156";"Beneš A.";"BZO 1980-81";;;;"1984";"45-46"
"CB/HOLAŠOVICE/1927/144";"Adamczyková J.";"Chronologická prùkaznost vázièkovité jehlice v ÈSR, AR 5";;;;"1953";"666"
"PI/PÍSEK     /1995/835";"Adámek J., Fröhlich J.";"Prácheòské muzeum, Zpráva o èinnosti za rok 1995";;;;"1996";"35-43"
"PI/PÍSEK     /1994/224";"Adámek J., Fröhlich J.";"Prácheòské muzeum, Zpráva o èinnosti za rok 1993";;;;"1994";
"PI/PÍSEK     /2001/354";"Adámek J., Fröhlich J.";"Prácheòské muzeum v Písku. Zpáva o èinnosti za r.2001";;;;;"33-40"
"PI/PÍSEK     /1996/148";"Adámek J., Fröhlich J.";"Prácheòské muzeum v Písku - Zpráva o èinnosti za r.1996";;;;"1997";"33-38"
"PI/PÍSEK     /1994/032";"Adámek J., Fröhlich J.";"Další støedovìkı náhrobník v Písku, MaVP";;;;"1995";"102-104"
"CR/CHRUDIM   /1968/858";"Adámek K.";"Vlastivìdnı sborník vıchodoèeskı 1";;;;"1923";"40"
"CR/SVRATOUCH /1974/139";"Adámek K.";"PA XIX-plánek";;;;"1900";"27-42"
"CR/VRBATÙV KO/1971/256";"Adámek K.";"PA 9";;;;;"250, 319"
"ZD/ÈESKÁ CIKÁ/1991/109";"Adámek K.";"PA 19";;;;"1902";"27-42"
"SY/PUSTÁ KAME/    /084";"Adámek K.";"Chrudimsko, 79. Roudnice";;;;"1878";
"SY/PUSTÁ RYBN/    /085";"Adámek K.";"Chrudimsko, 79. Roudnice";;;;"1878";
"SY/BENÁTKY   /    /291";"Adámek K.";"Chrudimsko, 4. Roudnice";;;;"1878";
"SY/SVOJANOV  /    /174";"Adámek K.";"Chrudimsko, 4. Roudnice";;;;"1878";
"UO/VRACLAV   /    /460";"Adámek K.";"Chrudimsko, 4. Roudnice";;;;"1878";
"PA/DAŠICE    /    /093";"Adámek K.";"Chrudimsko, 3. Roudnice";;;;"1878";
"PA/DUBANY    /    /216";"Adámek K.";"Chrudimsko, 3. Roudnice";;;;"1878";
"PA/KUNÌTICE  /    /466";"Adámek K.";"Chrudimsko, 3. Roudnice";;;;"1878";
"PA/ROSICE NAD/    /075";"Adámek K.";"Chrudimsko, 3. Roudnice";;;;"1878";
"P1/PRAHA - ST/1994/216";"Adamová K.";"Acta Universitatis Carolinae, XIC, Fasc. Praha";;;;"1979";
"PB/PROSTØEDNÍ/1987/848";"Agricoly J.";"Dvanáct knih o hornictví a hutnictví";;;;"1976";"82-85,96"
"UO/AMBERK   /    /563";"Albert E., Chotovskı K.";"Pamìti amberské";"Vídeò";;;"1889";"367"
"RK/SLATINA NA/    /329";"Albert E., Chotovskı K.";"Pamìti amberské";"Vídeò";;;"1889";"371"
"CH/ÚJEZD     /1984/940";"Alberti K.";"Unser Egerland";;;;"1904";"52"
"CH/PODHRADÍ  /1973/226";"Alberti K.";"Die Feste Neuberg und ihre einstigen Besitzer.";;;;"1925";
"CH/PODHRADÍ  /1973/136";"Alberti K.";"Die Feste Neuberg und ihre einstigen Besitzer";;;;"1925";
"JN/LHOTKA    /1994/900";"Andìl R.";"Hrady, zámky a tvrze v Èechách, na Moravì a ve Slezsku. Severní Èechy";;;;;"336"
"CL/STVOLÍNKY /    /988";"Andìl R.";"Hrady, zámky a tvrze v Èechách, na Moravì a ve Slezsku. Severní Èechy";;;;"1984";"103"
"LI/ÈESKİ DUB /1993/858";"Andìl R., Technik S.";"Èeskı Dub";;;;"1991";
"LI/ÈESKİ DUB /1995/701";"Andìl R., Technik S.";"Èeskı Dub";;;;"1991";
"KT/ÈERVENÉ PO/2002/056";"Anderle J.";"Zámek Èervené Poøíèí, SHP Plzeò";;;;"1999";
"ST/VODÒANY   /2002/756";"Anderle J.";"Vodòany, blok domù mezi ul. Komenského, Mokrého, Majerovou a ....Shp.";;;;"1999";
"PS/HROMNICE  /2000/505";"Anderle J.";"SHP - dvùr Bıkov";;;;"1999";
"PS/VLKOŠOV   /2001/717";"Anderle J.";"SHP";;;;"1996";
"PS/VLKOŠOV   /2002/430";"Anderle J.";"SHP";;;;"1996";
"RO/STRAŠICE  /1983/851";"Anderle J.";"Roèenka Klubu Augusta Sedláèka";;;;"1987";"56-58"
"DO/ÈEÈOVICE  /2001/441";"Anderle J.";"Prùzkumy památek II";;;;"1994";"45-59"
"KT/CHANOVICE /1999/113";"Anderle J.";"Chanovice-zámek, stavebnì historickı prùzkum";;;;"1996";
"PS/CHRÁST    /1982/856";"Anderle J.";"BZO 1984-85";;;;"1987";"248"
"KT/KLATOVY   /2002/139";"Anderle J., Ebel M., Ebelová I.";"Bıvalı jezuitskı semináø sv.Josefa èp.58/I v Klatovech, SHP";;;;"2000";
"KT/KLATOVY   /2001/208";"Anderle J., Ebel M., Ebelová I.";"Bıvalı jesuitskı semináø sv.Josefa èp.58/I v Klatovech, SHP";;;;"2000";
"KL/SAKY      /1999/100";"Anderle J., Jeek M., Zavøel J.";"Prùzkumy památek VII/1";;;;"2000";"43-67"
"PS/HORNÍ BÌLÁ/1985/046";"Anderle J., Miler J.";"Roèenka Klubu Augusta Sedláèka";;;;"1985";"112-118"
"PJ/ŠÁHLAVY  /1989/201";"Anderle J., Nováèek K.";"Archaeologia historica 15";;;;"1990";"251-260"
"KT/DOLANY    /    /693";"Anderle J., Procházka Z., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;;
"KT/DOLANY    /    /694";"Anderle J., Procházka Z., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;;"64-72"
"KT/DOLANY    /1982/411";"Anderle J., Procházka Z., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;"1984";"73-83"
"PS/JAROV     /1984/202";"Anderle J., Romberskı P., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;"1984";"64-72"
"PS/JAROV     /1984/941";"Anderle J., Romberskı P., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;"1984";"64-72"
"PJ/NEBÍLOVSKİ/1985/102";"Anderle J., Romberskı P., Švábek V.";"Dbánek, k.ú. Nebílovskı ....jih, Roèenka Klubu Augusta Sedláèka";;;;"1985";"105-111"
"RO/SVOJKOVICE/1990/251";"Anderle J., Švábek V.";"CB 1";;;;"1989";"105-123"
"KT/OPÁLKA    /2002/154";"Anderle J., Úlovec J.";"Tvrz Opálka - stavebnì historickı prùzkum";;;;"2002";
"DO/HORŠOV    /2002/326";"Anderle J., Zahradník P.";"Horšov - kostel Všech Svatıch, SHP";;;;"2001";
"KT/DOLANY    /1982/402";"Andrle J., Procházka Z., Švábek V.";"Roèenka Klubu Augusta Sedláèka";;;;"1984";"73-83"
"KL/POZDEÒ    /1927/719";"anonymus";"Slánskı obzor XXXV";;;;"1927";"41"
"KL/VRBIÈANY  /1905/447";"anonymus";"PA XXII, 1906-1907";;;;"1906";"217"
"KL/ÈERADICE  /1899/412";"anonymus";"PA XIX";;;;"1902";"63"
"JC/MLADÌJOV  /1998/046";"Anonymus (znaèka -S-)";"Zpravodaj Šrámkovy Sobotky, sešit duben-èerven";;;;"1986";"23"
"KL/KOKOVICE  /1884/326";"Arch. Sbor";"PA XII, 1882-1884";;;;"1884";"419"
"KL/ŠLAPANICE /1857/420";"Arch.Sbor";"PA 2";;;;"1857";"367"
"P6/PRAHA - BU/2001/842";"Augusta P.";"Kniha o Praze 6";;;;"1999";
"P3/PRAHA - I/2001/017";"Augusta P.";"Kniha o Praze 3";;;;"1994";
"P3/PRAHA - I/2002/518";"Augusta P.";"Kniha o Praze 3";;;;"1994";
"MB/BRANE   /1994/956";"Axamit J.";"Zlatá Praha 39";;;;"1922";
"BE/TETÍN     /    /285";"Axamit J.";"Tetín";;;;"1924";
"BE/TETÍN     /    /294";"Axamit J.";"Tetín";;;;"1924";
"BE/TETÍN     /    /295";"Axamit J.";"Tetín";;;;"1924";
"BE/TMAÒ      /1985/015";"Axamit J.";"Podbrdskı kraj 3";;;;"1927";"9-12"
"NB/PØEROV NAD/    /692";"Axamit J.";"PA XXXVIII";;;;"1932";"2"
"P5/PRAHA - LI/    /073";"Axamit J.";"PA XXXVIII";;;;"1932";
"P5/PRAHA - MO/    /093";"Axamit J.";"PA XXXVIII";;;;"1932";"38"
"P8/PRAHA - ÏÁ/    /465";"Axamit J.";"PA XXXVIII";;;;"1932";"2-8"
"P8/PRAHA - KO/    /492";"Axamit J.";"PA XXXVIII";;;;"1932";"38"
"P8/PRAHA - KO/    /497";"Axamit J.";"PA XXXVIII";;;;"1932";"2"
"P9/PRAHA - KB/    /591";"Axamit J.";"PA XXXVIII";;;;"1932";"2"
"P9/PRAHA - ÚJ/1947/838";"Axamit J.";"PA XXXVII";;;;"1930";"188"
"P8/PRAHA - ÏÁ/    /455";"Axamit J.";"PA XXXVI (tab.XLI:7-9)";;;;"1930";"198-99"
"P8/PRAHA - BO/    /409";"Axamit J.";"PA XXXVI (tab.XL: 16)";;;;"1930";"200"
"BE/TETÍN     /    /274";"Axamit J.";"PA XXXVI (obr.43)";;;;"1930";"199"
"BE/KONÌPRUSY /    /095";"Axamit J.";"PA XXXVI";;;;"1930";"117"
"BE/TETÍN     /    /265";"Axamit J.";"PA XXXVI";;;;"1930";"188"
"BE/TETÍN     /    /268";"Axamit J.";"PA XXXVI";;;;"1930";"119"
"BE/TETÍN     /    /280";"Axamit J.";"PA XXXVI";;;;"1930";"115"
"BE/TETÍN     /    /285";"Axamit J.";"PA XXXVI";;;;"1930";"115"
"BN/NETVOØICE /    /473";"Axamit J.";"PA XXXVI";;;;"1930";"289"
"KL/BUŠTÌHRAD /    /282";"Axamit J.";"PA XXXVI";;;;"1930";"190"
"NB/PØEROV NAD/    /695";"Axamit J.";"PA XXXVI";;;;"1930";"194"
"NB/PØEROV NAD/1905/352";"Axamit J.";"PA XXXVI";;;;"1930";"194"
"P5/PRAHA - LI/    /073";"Axamit J.";"PA XXXVI";;;;"1930";
"P8/PRAHA - ÈI/    /428";"Axamit J.";"PA XXXVI";;;;"1930";"200"
"P8/PRAHA - ÏÁ/    /442";"Axamit J.";"PA XXXVI";;;;"1930";"198"
"P8/PRAHA - ÏÁ/    /452";"Axamit J.";"PA XXXVI";;;;"1930";"188"
"P8/PRAHA - ÏÁ/    /456";"Axamit J.";"PA XXXVI";;;;"1930";"198"
"P8/PRAHA - ÏÁ/    /457";"Axamit J.";"PA XXXVI";;;;"1930";"198"
"P8/PRAHA - ÏÁ/    /459";"Axamit J.";"PA XXXVI";;;;"1930";"198"
"P8/PRAHA - ÏÁ/    /460";"Axamit J.";"PA XXXVI";;;;"1930";"197"
"P8/PRAHA - ÏÁ/    /462";"Axamit J.";"PA XXXVI";;;;"1930";"198"
"P8/PRAHA - ÏÁ/1923/802";"Axamit J.";"PA XXXVI";;;;"1930";"198-199"
"P8/PRAHA - ÏÁ/1923/805";"Axamit J.";"PA XXXVI";;;;"1930";"198-199"
"P8/PRAHA - ÏÁ/1924/753";"Axamit J.";"PA XXXVI";;;;"1930";"198-199"
"P8/PRAHA - ÏÁ/1925/759";"Axamit J.";"PA XXXVI";;;;"1930";"198-199"
"P8/PRAHA - ÏÁ/1927/748";"Axamit J.";"PA XXXVI";;;;"1930";"198-199"
"P8/PRAHA - KO/    /490";"Axamit J.";"PA XXXVI";;;;"1930";"188"
"P8/PRAHA - KO/    /498";"Axamit J.";"PA XXXVI";;;;"1930";
"P9/PRAHA - ÚJ/    /618";"Axamit J.";"PA XXXVI";;;;"1930";"188"
"P9/PRAHA - ÚJ/    /619";"Axamit J.";"PA XXXVI";;;;"1930";"188"
"PV/DØEVÈICE  /    /054";"Axamit J.";"PA XXXVI";;;;"1930";"190"
"PV/ŠKVOREC   /    /285";"Axamit J.";"PA XXXVI";;;;"1930";"200"
"PV/ŠKVOREC   /    /286";"Axamit J.";"PA XXXVI";;;;"1930";"200"
"PV/ŠKVOREC   /?   /936";"Axamit J.";"PA XXXVI";;;;"1930";"200"
"PV/ŠKVOREC   /?   /953";"Axamit J.";"PA XXXVI";;;;"1930";"200"
"PZ/KNÌEVES  /    /528";"Axamit J.";"PA XXXVI";;;;"1930";"190"
"PZ/MALÉ ÈÍÈOV/    /614";"Axamit J.";"PA XXXVI";;;;"1930";
"BE/TETÍN     /1950/922";"Axamit J.";"PA XXXIII (obr. 151)";;;;"1923";"331"
"BE/TETÍN     /    /265";"Axamit J.";"PA XXXIII";;;;"1923";"330"
"NB/SEMICE    /1919/342";"Axamit J.";"PA XXXIII";;;;"1923";"331"
"P8/PRAHA - ÏÁ/1936/950";"Axamit J.";"PA XXXIII";;;;"1923";"331"
"MB/DNEBOH    /    /735";"Axamit J.";"PA XXXII";;;;"1921";"227"
"P7/PRAHA - TR/    /400";"Axamit J.";"PA XXXII";;;;"1921";"227"
"P7/PRAHA - TR/2002/236";"Axamit J.";"PA XXXII";;;;"1921";"227-229"
"PZ/ALOV     /    /829";"Axamit J.";"PA XXXII";;;;"1921";"225-226"
"CR/ÈESKÉ LHOT/1971/329";"Axamit J.";"PA XXXI";;;;"1919";"53-58"
"NB/PØEROV NAD/    /358";"Axamit J.";"PA XXXI";;;;"1919";"13"
"NB/PØEROV NAD/    /693";"Axamit J.";"PA XXXI";;;;"1919";"2-14"
"NB/PØEROV NAD/    /697";"Axamit J.";"PA XXXI";;;;"1919";"5-7"
"NB/PØEROV NAD/1900/759";"Axamit J.";"PA XXXI";;;;"1919";"5-6"
"NB/PØEROV NAD/1901/918";"Axamit J.";"PA XXXI";;;;"1919";"5-6"
"NB/SEMICE    /1919/342";"Axamit J.";"PA XXXI";;;;"1919";"11-n"
"PV/SEDLÈÁNKY /1900/950";"Axamit J.";"PA XXXI";;;;"1919";"13"
"P4/PRAHA - KR/    /989";"Axamit J.";"PA XXVIII";;;;"1916";"70"
"P4/PRAHA - MI/1900/812";"Axamit J.";"PA XXVIII";;;;"1916";"139-143"
"NB/LYSÁ NAD L/    /473";"Axamit J.";"PA XXVII";;;;"1915";"81"
"NB/PØEROV NAD/    /684";"Axamit J.";"PA XXVII";;;;"1915";"81"
"NB/PØEROV NAD/    /691";"Axamit J.";"PA XXVII";;;;"1915";"81"
"NB/PØEROV NAD/    /698";"Axamit J.";"PA XXVII";;;;"1915";"77-86"
"NB/PØEROV NAD/    /700";"Axamit J.";"PA XXVII";;;;"1915";"81"
"NB/PØEROV NAD/1900/340";"Axamit J.";"PA XXVII";;;;"1915";"82"
"NB/PØEROV NAD/1900/419";"Axamit J.";"PA XXVII";;;;"1915";"82"
"NB/PØEROV NAD/1905/352";"Axamit J.";"PA XXVII";;;;"1915";"83"
"P0/PRAHA - ZÁ/    /888";"Axamit J.";"PA XXVII";;;;"1915";"81"
"P8/PRAHA - ÏÁ/    /441";"Axamit J.";"PA XXVII";;;;"1915";"77"
"P8/PRAHA - DO/    /467";"Axamit J.";"PA XXVII";;;;"1915";"81"
"P8/PRAHA - LI/    /538";"Axamit J.";"PA XXVII";;;;"1915";"80"
"BN/ÈERÈANY   /    /657";"Axamit J.";"PA XXVI";;;;"1914";"168-169"
"CB/LEDENICE  /    /155";"Axamit J.";"PA XXIX";;;;"1917";"9"
"NB/LIBICE NAD/    /445";"Axamit J.";"PA XXIX";;;;"1917";"9"
"P5/PRAHA - LI/    /073";"Axamit J.";"PA XXIX";;;;"1917";
"PZ/ÈERNOŠICE /    /372";"Axamit J.";"PA XXIX";;;;"1917";"157-163"
"PZ/ÈERNOŠICE /    /374";"Axamit J.";"PA XXIX";;;;"1917";"157-163"
"PZ/JÍLOVIŠTÌ /1916/029";"Axamit J.";"PA XXIX";;;;"1917";"157-163"
"PZ/JÍLOVIŠTÌ /1916/449";"Axamit J.";"PA XXIX";;;;"1917";"157-163"
"PZ/JÍLOVIŠTÌ /1916/957";"Axamit J.";"PA XXIX";;;;"1917";"163"
"JC/KAL       /    /344";"Axamit J.";"PA XIV";;;;"1889";"669-670"
"JC/ÚHLEJOV   /    /930";"Axamit J.";"PA XIV";;;;"1889";"669-670"
"JC/ÚHLEJOV   /1970/829";"Axamit J.";"PA XIV";;;;"1889";"669"
"JC/VØESNÍK   /    /139";"Axamit J.";"PA XIV";;;;"1889";"669-670"
"P4/PRAHA - KR/    /981";"Axamit J.";"OP IV";;;;"1913";"34"
"P4/PRAHA - KR/    /991";"Axamit J.";"OP III";;;;"1912";"39"
"P6/PRAHA - ØE/    /269";"Axamit J.";"OP III";;;;"1912";"42"
"P8/PRAHA - LI/    /506";"Axamit J.";"OP III";;;;"1912";"12-13"
"P8/PRAHA - LI/    /525";"Axamit J.";"OP III";;;;"1912";"2"
"P8/PRAHA - LI/    /529";"Axamit J.";"OP III";;;;"1912";"35"
"PZ/JÍLOVIŠTÌ /1916/957";"Axamit J.";"Kazín a Kazina mohyla";;;;"1925";"33-36"
"JC/MILETÍN   /1987/821";"Balatková J.";"K dìjinám øádu nìmeckıch rytíøù v Miletínì, Krkonoše - Podkrkonoší 7";;;;"1983";"205-214"
"JC/MILETÍN   /1997/339";"Balatková J.";"K dìjinám øádu nìmeckıch rytíøù v Miletínì, Krkonoše - Podkrkonoší 7";;;;"1983";"205-214"
"PB/BOHUTÍN   /1999/104";"Bambas J.";"Bøezohorskı rudní revír";;;;"1990";
"MB/STRENICE  /1996/135";"Bareš F.";"Soupis památek historickıch a umìleckıch";;;;"1905";"80-81"
"BN/PSÁØE     /1969/852";"Barchánek V.";"Zkoumání psáøova tvrzištì ve vsi Psáøe na Vlašimsku";;;;;
"KL/KOVÁRY    /1990/910";"Bartošková A.";"PA 88/1";;;;"1997";"111-141"
"KL/KOVÁRY    /1990/910";"Bartošková A.";"PA 86/2";;;;"1995";"21-62"
"KL/KOVÁRY    /1983/522";"Bartošková A.";"Geofyzika a archeologie";;;;"1983";"115-118"
"KL/KOVÁRY    /1984/524";"Bartošková A.";"BZO 1984-85";;;;"1987";"88"
"KL/KOVÁRY    /1985/529";"Bartošková A.";"BZO 1984-85";;;;"1987";"88"
"KL/KOVÁRY    /1983/522";"Bartošková A.";"BZO 1980-81";;;;"1984";
"KL/KOVÁRY    /1990/938";"Bartošková A.";"AR 48";;;;"1996";"passim"
"KL/KOVÁRY    /1990/910";"Bartošková A.";"AR 44";;;;"1992";"431ad."
"LN/KLIÈÍN    /1990/856";"Bartošová R.";"BZO 1982-83";;;;"1985";"59"
"KT/HEJNÁ     /2001/945";"Barvíø J.L.";"enskı klášter v Boøe a tøi zaniklé Újezdce u Horadìjovic, PA 12";;;;"1884";"380"
"UO/HEME     /    /928";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"135"
"UO/CHOCEÒ    /    /999";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"130"
"UO/CHOCEÒ    /    /053";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"131"
"UO/ÚJEZD U CH/    /396";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"140"
"UO/CHOCEÒ    /    /001";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"18"
"UO/SRUBY     /    /324";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"141"
"UO/CHOCEÒ    /    /026";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"7"
"UO/CHOCEÒ    /    /022";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"14"
"UO/CHOCEÒ    /    /023";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"14"
"UO/CHOCEÒ    /    /002";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"18"
"UO/CHOCEÒ    /    /024";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"7"
"UO/CHOCEÒ    /    /025";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"7"
"UO/CHOCEÒ    /    /052";"Barvíø J.L.";"Dìje mìsta Chocnì";"Námìs u Brna";;;"1886";"7"
"P5/PRAHA - LI/    /079";"Barvíøová O.";"Zbraslavsko,Vltavske proudy 1938,16sg";;;;;
"PZ/HOSTÌRADIC/1986/740";"Barvíøová O.";"Z vltavskıch proudù";;;;"1935";"4"
"PZ/HOSTÌRADIC/    /473";"Barvíøová O.";"Z pamatek okoli Jiloveho II,1935,1936,1-16;Jansova,KDP 1962";;;;;
"PZ/HOSTÌRADIC/    /474";"Barvíøová O.";"Z pamatek okoli Jiloveho II,1935,1936,1-16;Jansova,KDP 1962";;;;;
"PZ/LIBEØ     /    /590";"Barvíøová O.";"Vltavske proudy 1935-36,5";;;;;
"P4/PRAHA - MO/    /026";"Barvíøová O.";"1936,Vltavske proudy";;;;;
"P5/PRAHA - LI/    /081";"Barvíøová O.";"1935-6;Vltavske proudy";;;;;
"DO/ŠTÍTARY   /1989/847";"Bašta J.";"Studia mediaev. Pragensia II";;;;"1991";"67"
"TC/PLANÁ     /1974/357";"Bašta J.";"Studia mediaev. Pragensia II";;;;"1991";"70-71"
"PJ/BUKOVÁ    /1987/107";"Bašta J.";"Roèenka Klubu Augusta Sedláèka";;;;"1987";"47-49"
"TC/STRÁ U TA/1981/424";"Bašta J.";"Dìjiny mìsta Stráe u Tachova, Sborník tachovského muzea 9";;;;"1983";
"DO/ŠTÍTARY   /1989/847";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I (obr.19-21)";;;;"1988";"18-20"
"DO/SVRNO    /1985/639";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"18"
"PJ/MÍTOV     /1985/455";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"15"
"PJ/INKOVY   /1939/548";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"20  l."
"PS/NADRYBY   /1989/538";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"15"
"PS/OSTROV U B/1984/913";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"16"
"PS/PLANÁ     /1931/006";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"17"
"PS/VŠERUBY   /1985/512";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"20"
"RO/BØEZINA   /1981/014";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"12"
"RO/STØAPOLE  /1979/616";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"17-18 l."
"TC/BEZEMÍN   /1950/432";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"11-12 l."
"TC/DARMYŠL   /1987/401";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"12 l."
"TC/KRTÍN     /1987/018";"Bašta J., Baštová D.";"Studia mediaev. Pragensia I";;;;"1988";"14"
"DO/HOLİŠOV   /1989/347";"Bašta J., Baštová D.";"BZO 1988-89";;;;"1992";"39"
"RA/HØEBEÈNÍKY/1984/122";"Bašta J., Miler J.";"BZO 1984-85";;;;"1987";"59"
"RA/HRACHOLUSK/1984/012";"Bašta J., Miler J., Baštová D.";"Zpráva o prùzkumu z 8.IX.1984, Vlastivìdnı sborník okresu rakovnického";;;;"1985";"5"
"PS/KORYTA    /1982/406";"Baštová D.";"Vıvoj pravìkého osídlení v povodí Støely, AR 36";;;;"1984";
"PS/VLKOŠOV   /1982/037";"Baštová D.";"Vıvoj pravìkého osídlení v povodí Støely, AR 36";;;;"1984";
"PS/VŠERUBY   /1984/806";"Baštová D.";"Šipín a Všeruby - nové hradištní nálezy z Plzeòska, AR XXXVI";;;;"1984";"498-511"
"PS/PAKOSLAV  /1982/915";"Baštová D.";"Šipín a Všeruby - nové hradištní nálezy z Plzeòska, AR 36";;;;"1984";
"PS/VŠERUBY   /1983/137";"Baštová D.";"Šipín a Všeruby - nové hradištní nálezy z Plzeòska, AR 36";;;;"1984";
"PS/KRSY      /1984/910";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR XXXVIII";;;;;
"PS/OSTROV U B/1984/151";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR XXXVIII";;;;;
"PS/PERNAREC  /1984/206";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR XXXVIII";;;;;
"PS/SKUPEÈ    /1984/031";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR XXXVIII";;;;;
"TC/TRPÍSTY   /1984/105";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR XXXVIII";;;;;
"TC/TRPÍSTY   /1984/110";"Baštová D.";"Pravìké osídlení povodí Úterského potoka, AR 1986";;;;;
"PM/RADÈICE   /    /744";"Baštová D.";"BZO '82-83,71";;;;;
"PS/KRSY      /    /804";"Baštová D.";"BZO '82-83,69";;;;;
"PJ/CHOTÌŠOV  /1998/000";"Baštová D.";"BZO 1990-92";;;;"1995";"107"
"PJ/CHOTÌŠOV  /1998/945";"Baštová D.";"BZO 1990-92";;;;"1995";"107"
"DO/ŠTÍTARY   /1989/847";"Baštová D.";"BZO 1988-89";;;;"1992";"155-156"
"PJ/MERKLÍN   /1986/306";"Baštová D.";"BZO 1986-87";;;;"1989";"115"
"PJ/MERKLÍN   /1986/314";"Baštová D.";"BZO 1986-87";;;;"1989";"115"
"PJ/MÍTOV     /1987/921";"Baštová D.";"BZO 1986-87";;;;"1989";"116"
"PS/LUHOV     /1987/041";"Baštová D.";"BZO 1986-87";;;;"1989";"108"
"PS/MALESICE  /1987/640";"Baštová D.";"BZO 1986-87";;;;"1989";"110"
"PS/NİØANY    /1987/119";"Baštová D.";"BZO 1986-87";;;;"1989";"125"
"PS/PLASY     /1986/736";"Baštová D.";"BZO 1986-87";;;;"1989";"132"
"DO/MÍØKOV    /1984/847";"Baštová D.";"BZO 1984-85";;;;"1987";"124-125"
"DO/MÍØKOV    /1985/838";"Baštová D.";"BZO 1984-85";;;;"1987";"124"
"DO/MÍØKOV    /1985/900";"Baštová D.";"BZO 1984-85";;;;"1987";"125"
"DO/SVRNO    /1985/138";"Baštová D.";"BZO 1984-85";;;;"1987";"202-3"
"DO/ŠTÍTARY   /1989/847";"Baštová D.";"BZO 1984-85";;;;"1987";"206"
"DO/TASNOVICE /1984/946";"Baštová D.";"BZO 1984-85";;;;"1987";"206"
"DO/VIDICE    /1985/220";"Baštová D.";"BZO 1984-85";;;;"1987";"124"
"KT/LHOVICE   /1984/414";"Baštová D.";"BZO 1984-85";;;;"1987";"104"
"PJ/MÍTOV     /1987/921";"Baštová D.";"BZO 1984-85";;;;"1987";"125"
"PJ/PØEŠÍN    /1985/543";"Baštová D.";"BZO 1984-85";;;;"1987";"174"
"PJ/RADKOVICE /1985/013";"Baštová D.";"BZO 1984-85";;;;"1987";"179"
"PJ/ZELENÉ    /1984/152";"Baštová D.";"BZO 1984-85";;;;"1987";"234"
"PM/KØIMICE   /1984/540";"Baštová D.";"BZO 1984-85";;;;"1987";"94"
"PM/KØIMICE   /1985/547";"Baštová D.";"BZO 1984-85";;;;"1987";"94"
"PM/KØIMICE   /1985/552";"Baštová D.";"BZO 1984-85";;;;"1987";"94"
"PM/KØIMICE   /1986/749";"Baštová D.";"BZO 1984-85";;;;;"94"
"PM/KØIMICE   /1987/812";"Baštová D.";"BZO 1984-85";;;;;"94"
